gene	logFC	logCPM	F	PValue	FDR
AXDND1	-6.77601552020903	3.16737712314136	84.4225841615822	1.39150328972405e-05	0.00135881914268635
JAK3	3.74360296694776	-0.00459540606096318	56.8236952354942	1.39977534590545e-05	0.00135899576357387
GAMT	4.80186778243277	2.9391848234098	80.0725694852127	1.41514480251883e-05	0.00136602138523599
FAM92A	5.01164314684763	3.2758192068758	80.3733268842081	1.43236131703162e-05	0.00137473946747789
SPACA3	5.42942752689312	2.61746531257127	66.8812831616808	1.45373747796301e-05	0.0013768086964555
NBL1	-3.9545162866477	6.22865676960653	83.1924138158818	1.45515571051757e-05	0.0013768086964555
KYNU	4.55966071465899	0.783114219392427	56.8917004196398	1.45910900195927e-05	0.0013768086964555
RAB3D	2.99393445536302	4.50599283783966	82.9887989907933	1.47899244887934e-05	0.00138777414365237
HR	-6.0533767007559	1.90210575407872	81.7012384942217	1.50753428284566e-05	0.00140339263685116
PRSS12	-5.24366580749592	2.42907460841048	82.7924761780471	1.51234857865004e-05	0.00140339263685116
PLAGL2	2.55720007773114	5.08982918819984	82.1303104415441	1.52909534128655e-05	0.00141113655781588
B3GALT5	-3.63222086552623	5.09061794618783	81.5936377927611	1.56529024254029e-05	0.00143664562369982
SEPT4	4.5140240188262	0.518323465844809	54.8540718467968	1.6071294256215e-05	0.00146702966482276
CAMKV	5.35671148290382	1.0466131209216	54.7838414871877	1.62159703428207e-05	0.00147223479934063
APOE	6.48000013537203	5.67144654471518	80.7254624735837	1.6693326041145e-05	0.00150742529132834
CTSA	3.10461472167316	8.02726578223029	80.0833684635532	1.67875152954843e-05	0.00150782410108532
WWC2	4.79311341238047	2.10027247478989	66.258951107781	1.70139842811048e-05	0.00152003659566722
SOX11	5.33452165820213	-0.606821522728162	59.5680981387756	1.73577084138191e-05	0.00154254005565347
PIK3CD	4.69491954185812	1.6004849170206	63.4168011630763	1.74660985190549e-05	0.00154400310908445
MGAM	-6.03024623592798	6.34694097735593	78.7937934791681	1.78430922365766e-05	0.00156907108484576
AC005840.2	-5.28019943488745	-0.257614323981035	67.5819966933378	1.79777783354215e-05	0.00157011408591773
