raw_mouse_symbol	canonical_mouse_symbol	resolution_method	mouse_ensembl_ids
1110028F11Rik	1110028F11Rik	exact	ENSMUSG00000085972
1110032A04Rik		not_found	
1110038F14Rik	1110038F14Rik	exact	ENSMUSG00000063236
1700007K13Rik		not_found	
1700012L04Rik		not_found	
1700016K19Rik		not_found	
1700019G06Rik		not_found	
1700019L03Rik		not_found	
1700047I17Rik2		not_found	
1700056E22Rik	1700056E22Rik	exact	ENSMUSG00000044854
1700066B19Rik		not_found	
1810011O10Rik		not_found	
2010002M12Rik		not_found	
2010109I03Rik		not_found	
2210011C24Rik		not_found	
2310002J15Rik		not_found	
2310002L13Rik		not_found	
2310007B03Rik		not_found	
2310014H01Rik		not_found	
2410006H16Rik	2410006H16Rik	exact	ENSMUSG00000086841
2610019F03Rik		not_found	
2700062C07Rik	2700062C07Rik	exact	ENSMUSG00000024273
39509		not_found	
39692		not_found	
4833427G06Rik		not_found	
4930461G14Rik	4930461G14Rik	exact	ENSMUSG00000097651
5730528L13Rik		not_found	
6030445D17Rik	6030445D17Rik	exact	ENSMUSG00000066178
A230065N10Rik	A230065N10Rik	exact	ENSMUSG00000092071
A230072E10Rik	A230072E10Rik	exact	ENSMUSG00000084771
A430105I19Rik		not_found	
Aaas	Aaas	exact	ENSMUSG00000036678
Abca3	Abca3	exact	ENSMUSG00000024130
Abcb1B	Abcb1b	case_insensitive	ENSMUSG00000028970
Abcc3	Abcc3	exact	ENSMUSG00000020865
Abcc4	Abcc4	exact	ENSMUSG00000032849
Abcc5	Abcc5	exact	ENSMUSG00000022822
Abhd2	Abhd2	exact	ENSMUSG00000039202
Abhd4	Abhd4	exact	ENSMUSG00000040997
Abhd5	Abhd5	exact	ENSMUSG00000032540
Abhd6	Abhd6	exact	ENSMUSG00000025277
Abhd8	Abhd8	exact	ENSMUSG00000007950
Abi1	Abi1	exact	ENSMUSG00000058835
Abi2	Abi2	exact	ENSMUSG00000026782
Abi3	Abi3	exact	ENSMUSG00000018381
Abi3Bp	Abi3bp	case_insensitive	ENSMUSG00000035258
Acacb	Acacb	exact	ENSMUSG00000042010
Acap3	Acap3	exact	ENSMUSG00000029033
Accs	Accs	exact	ENSMUSG00000040272
Acot10	Acot10	exact	ENSMUSG00000047565
Acot7	Acot7	exact	ENSMUSG00000028937
Acot9	Acot9	exact	ENSMUSG00000025287
Acox2	Acox2	exact	ENSMUSG00000021751
Acsbg1	Acsbg1	exact	ENSMUSG00000032281
Acsl4	Acsl4	exact	ENSMUSG00000031278
Acsm3	Acsm3	exact	ENSMUSG00000030935
Acta2	Acta2	exact	ENSMUSG00000035783
Actg1	Actg1	exact	ENSMUSG00000062825
Actg2	Actg2	exact	ENSMUSG00000059430
Adam10	Adam10	exact	ENSMUSG00000054693
Adam15	Adam15	exact	ENSMUSG00000028041
Adam28	Adam28	exact	ENSMUSG00000014725
Adam32	Adam32	exact	ENSMUSG00000037437
Adam8	Adam8	exact	ENSMUSG00000025473
Adam9	Adam9	exact	ENSMUSG00000031555
Adamdec1	Adamdec1	exact	ENSMUSG00000022057
Adamts1	Adamts1	exact	ENSMUSG00000022893
Adamts15	Adamts15	exact	ENSMUSG00000033453
Adamtsl4	Adamtsl4	exact	ENSMUSG00000015850
Adm	Adm	exact	ENSMUSG00000030790
Adm2	Adm2	exact	ENSMUSG00000054136
Adora1	Adora1	exact	ENSMUSG00000042429
Adssl1		not_found	
Aen	Aen	exact	ENSMUSG00000030609
Af064781		not_found	
Agfg2	Agfg2	exact	ENSMUSG00000029722
Agpat4	Agpat4	exact	ENSMUSG00000023827
Agpat6		not_found	
Agps	Agps	exact	ENSMUSG00000042410
Agrn	Agrn	exact	ENSMUSG00000041936
Agtpbp1	Agtpbp1	exact	ENSMUSG00000021557
Ahi1	Ahi1	exact	ENSMUSG00000019986
Ahnak	Ahnak	exact	ENSMUSG00000069833
Ahnak2	Ahnak2	exact	ENSMUSG00000118667
Ai467606	AI467606	case_insensitive	ENSMUSG00000045165
Aim1		not_found	
Aim2	Aim2	exact	ENSMUSG00000037860
Ak1	Ak1	exact	ENSMUSG00000026817
Akap13	Akap13	exact	ENSMUSG00000066406
Akap2		not_found	
Akap5	Akap5	exact	ENSMUSG00000021057
Akr1B10	Akr1b10	case_insensitive	ENSMUSG00000061758
Akr1B3		not_found	
Akr1B8	Akr1b8	case_insensitive	ENSMUSG00000029762
Akt3	Akt3	exact	ENSMUSG00000019699
Alcam	Alcam	exact	ENSMUSG00000022636
Aldh1A3	Aldh1a3	case_insensitive	ENSMUSG00000015134
Aldh3A1	Aldh3a1	case_insensitive	ENSMUSG00000019102
Aldh3B1	Aldh3b1	case_insensitive	ENSMUSG00000024885
Aldh4A1	Aldh4a1	case_insensitive	ENSMUSG00000028737
Aldh6A1	Aldh6a1	case_insensitive	ENSMUSG00000021238
Alkbh2	Alkbh2	exact	ENSMUSG00000044339
Als2Cr4		not_found	
Ambp	Ambp	exact	ENSMUSG00000028356
Amer2	Amer2	exact	ENSMUSG00000021986
Amotl1	Amotl1	exact	ENSMUSG00000013076
Amotl2	Amotl2	exact	ENSMUSG00000032531
Anapc2	Anapc2	exact	ENSMUSG00000026965
Angptl6	Angptl6	exact	ENSMUSG00000038742
Ank3	Ank3	exact	ENSMUSG00000069601
Ankrd1	Ankrd1	exact	ENSMUSG00000024803
Ankrd22	Ankrd22	exact	ENSMUSG00000024774
Ankrd35	Ankrd35	exact	ENSMUSG00000038354
Ankrd50	Ankrd50	exact	ENSMUSG00000044864
Anks3	Anks3	exact	ENSMUSG00000022515
Ano1	Ano1	exact	ENSMUSG00000031075
Anp32E	Anp32e	case_insensitive	ENSMUSG00000015749
Antxr1	Antxr1	exact	ENSMUSG00000033420
Antxr2	Antxr2	exact	ENSMUSG00000029338
Anxa1	Anxa1	exact	ENSMUSG00000024659
Anxa3	Anxa3	exact	ENSMUSG00000029484
Anxa4	Anxa4	exact	ENSMUSG00000029994
Anxa5	Anxa5	exact	ENSMUSG00000027712
Anxa6	Anxa6	exact	ENSMUSG00000018340
Anxa8	Anxa8	exact	ENSMUSG00000021950
Ap1G1	Ap1g1	case_insensitive	ENSMUSG00000031731
Ap1S3	Ap1s3	case_insensitive	ENSMUSG00000054702
Ap2B1	Ap2b1	case_insensitive	ENSMUSG00000035152
Ap3M2	Ap3m2	case_insensitive	ENSMUSG00000031539
Apbb1	Apbb1	exact	ENSMUSG00000037032
Aph1B	Aph1b	case_insensitive	ENSMUSG00000032375
Aplp1	Aplp1	exact	ENSMUSG00000006651
Aplp2	Aplp2	exact	ENSMUSG00000031996
Apol9A	Apol9a	case_insensitive	ENSMUSG00000057346
Apol9B	Apol9b	case_insensitive	ENSMUSG00000068246
Appl2	Appl2	exact	ENSMUSG00000020263
Aqp1	Aqp1	exact	ENSMUSG00000004655
Aqp5	Aqp5	exact	ENSMUSG00000044217
Aqp8	Aqp8	exact	ENSMUSG00000030762
Arap1	Arap1	exact	ENSMUSG00000032812
Arc	Arc	exact	ENSMUSG00000022602
Arcn1	Arcn1	exact	ENSMUSG00000032096
Areg	Areg	exact	ENSMUSG00000029378
Arf1	Arf1	exact	ENSMUSG00000048076
Arfgef2	Arfgef2	exact	ENSMUSG00000074582
Arhgap12	Arhgap12	exact	ENSMUSG00000041225
Arhgap22	Arhgap22	exact	ENSMUSG00000063506
Arhgap23	Arhgap23	exact	ENSMUSG00000049807
Arhgap29	Arhgap29	exact	ENSMUSG00000039831
Arhgap40	Arhgap40	exact	ENSMUSG00000074625
Arhgap44	Arhgap44	exact	ENSMUSG00000033389
Arhgef17	Arhgef17	exact	ENSMUSG00000032875
Arhgef18	Arhgef18	exact	ENSMUSG00000004568
Arhgef25	Arhgef25	exact	ENSMUSG00000019467
Arhgef28	Arhgef28	exact	ENSMUSG00000021662
Arhgef3	Arhgef3	exact	ENSMUSG00000021895
Arhgef4	Arhgef4	exact	ENSMUSG00000037509
Arid3A	Arid3a	case_insensitive	ENSMUSG00000019564
Arid4A	Arid4a	case_insensitive	ENSMUSG00000048118
Arid5A	Arid5a	case_insensitive	ENSMUSG00000037447
Arl1	Arl1	exact	ENSMUSG00000060904
Arl3	Arl3	exact	ENSMUSG00000025035
Arl4C	Arl4c	case_insensitive	ENSMUSG00000049866
Arl6	Arl6	exact	ENSMUSG00000022722
Arl6Ip5	Arl6ip5	case_insensitive	ENSMUSG00000035199
Armcx2	Armcx2	exact	ENSMUSG00000033436
Armcx3	Armcx3	exact	ENSMUSG00000049047
Arnt2	Arnt2	exact	ENSMUSG00000015709
Arpc3	Arpc3	exact	ENSMUSG00000029465
Arpc4	Arpc4	exact	ENSMUSG00000079426
Arpp19	Arpp19	exact	ENSMUSG00000007656
Arsb	Arsb	exact	ENSMUSG00000042082
Art2A-Ps		not_found	
Asah1	Asah1	exact	ENSMUSG00000031591
Asap1	Asap1	exact	ENSMUSG00000022377
Asb1	Asb1	exact	ENSMUSG00000026311
Aspn	Aspn	exact	ENSMUSG00000021388
Ass1	Ass1	exact	ENSMUSG00000076441
Atf2	Atf2	exact	ENSMUSG00000027104
Atf3	Atf3	exact	ENSMUSG00000026628
Atg9B	Atg9b	case_insensitive	ENSMUSG00000038295
Atox1	Atox1	exact	ENSMUSG00000018585
Atp11A	Atp11a	case_insensitive	ENSMUSG00000031441
Atp11B	Atp11b	case_insensitive	ENSMUSG00000037400
Atp1A1	Atp1a1	case_insensitive	ENSMUSG00000033161
Atp2B1	Atp2b1	case_insensitive	ENSMUSG00000019943
Atp5G1		not_found	
Atp6V0A1	Atp6v0a1	case_insensitive	ENSMUSG00000019302
Atp6V0E2	Atp6v0e2	case_insensitive	ENSMUSG00000039347
Atp6V1B2	Atp6v1b2	case_insensitive	ENSMUSG00000006273
Atp6V1F	Atp6v1f	case_insensitive	ENSMUSG00000004285
Atp9A	Atp9a	case_insensitive	ENSMUSG00000027546
Atxn10	Atxn10	exact	ENSMUSG00000016541
Avpi1	Avpi1	exact	ENSMUSG00000018821
Aw112010	AW112010	case_insensitive	ENSMUSG00000075010
Axl	Axl	exact	ENSMUSG00000002602
Azgp1	Azgp1	exact	ENSMUSG00000037053
B4Galnt1	B4galnt1	case_insensitive	ENSMUSG00000006731
B9D1	B9d1	case_insensitive	ENSMUSG00000001039
B9D2	B9d2	case_insensitive	ENSMUSG00000063439
Bace1	Bace1	exact	ENSMUSG00000032086
Bace2	Bace2	exact	ENSMUSG00000040605
Baiap2	Baiap2	exact	ENSMUSG00000025372
Baiap2L1	Baiap2l1	case_insensitive	ENSMUSG00000038859
Barx2	Barx2	exact	ENSMUSG00000032033
Basp1	Basp1	exact	ENSMUSG00000045763
Bax	Bax	exact	ENSMUSG00000003873
Bbs10	Bbs10	exact	ENSMUSG00000035759
Bbs4	Bbs4	exact	ENSMUSG00000025235
Bbs9	Bbs9	exact	ENSMUSG00000035919
Bbx	Bbx	exact	ENSMUSG00000022641
Bcam	Bcam	exact	ENSMUSG00000002980
Bcap31	Bcap31	exact	ENSMUSG00000002015
Bcas1	Bcas1	exact	ENSMUSG00000013523
Bcat2	Bcat2	exact	ENSMUSG00000030826
Bcl2	Bcl2	exact	ENSMUSG00000057329
Bcl2L1	Bcl2l1	case_insensitive	ENSMUSG00000007659
Bcl2L11	Bcl2l11	case_insensitive	ENSMUSG00000027381
Bcl9L	Bcl9l	case_insensitive	ENSMUSG00000063382
Bdh2	Bdh2	exact	ENSMUSG00000028167
Bdnf	Bdnf	exact	ENSMUSG00000048482
Bex1	Bex1	exact	ENSMUSG00000050071
Bex2	Bex2	exact	ENSMUSG00000042750
Bgn	Bgn	exact	ENSMUSG00000031375
Bhlhb9	Bhlhb9	exact	ENSMUSG00000072964
Bicc1	Bicc1	exact	ENSMUSG00000014329
Bicd1	Bicd1	exact	ENSMUSG00000003452
Bicd2	Bicd2	exact	ENSMUSG00000037933
Bid	Bid	exact	ENSMUSG00000004446
Bik	Bik	exact	ENSMUSG00000016758
Bmf	Bmf	exact	ENSMUSG00000040093
Bmp2	Bmp2	exact	ENSMUSG00000027358
Bmp4	Bmp4	exact	ENSMUSG00000021835
Bmp5	Bmp5	exact	ENSMUSG00000032179
Bmp8B	Bmp8b	case_insensitive	ENSMUSG00000002384
Bnip2	Bnip2	exact	ENSMUSG00000011958
Bnip3L	Bnip3l	case_insensitive	ENSMUSG00000022051
Bok	Bok	exact	ENSMUSG00000026278
Brcc3	Brcc3	exact	ENSMUSG00000031201
Brix1	Brix1	exact	ENSMUSG00000022247
Bsg	Bsg	exact	ENSMUSG00000023175
Btbd11		not_found	
Btg2	Btg2	exact	ENSMUSG00000020423
Btn1A1	Btn1a1	case_insensitive	ENSMUSG00000000706
C1Qtnf4	C1qtnf4	case_insensitive	ENSMUSG00000040794
C1S1	C1s1	case_insensitive	ENSMUSG00000038521
C2	C2	exact	ENSMUSG00000024371
C2Cd4C	C2cd4c	case_insensitive	ENSMUSG00000045912
C3	C3	exact	ENSMUSG00000024164
C4B	C4b	case_insensitive	ENSMUSG00000073418
Cacnb3	Cacnb3	exact	ENSMUSG00000003352
Cacybp	Cacybp	exact	ENSMUSG00000014226
Cadm1	Cadm1	exact	ENSMUSG00000032076
Calcb	Calcb	exact	ENSMUSG00000030666
Calcoco1	Calcoco1	exact	ENSMUSG00000023055
Camk1	Camk1	exact	ENSMUSG00000030272
Camk2N1	Camk2n1	case_insensitive	ENSMUSG00000046447
Camkk1	Camkk1	exact	ENSMUSG00000020785
Camsap2	Camsap2	exact	ENSMUSG00000041570
Cap1	Cap1	exact	ENSMUSG00000028656
Capg	Capg	exact	ENSMUSG00000056737
Capn13	Capn13	exact	ENSMUSG00000043705
Capn2	Capn2	exact	ENSMUSG00000026509
Capn5	Capn5	exact	ENSMUSG00000035547
Capns1	Capns1	exact	ENSMUSG00000001794
Capsl	Capsl	exact	ENSMUSG00000039676
Car12	Car12	exact	ENSMUSG00000032373
Car2	Car2	exact	ENSMUSG00000027562
Card10	Card10	exact	ENSMUSG00000033170
Cav1	Cav1	exact	ENSMUSG00000007655
Cav2	Cav2	exact	ENSMUSG00000000058
Cblc	Cblc	exact	ENSMUSG00000040525
Cbx6	Cbx6	exact	ENSMUSG00000089715
Ccdc102A	Ccdc102a	case_insensitive	ENSMUSG00000063605
Ccdc103	Ccdc103	exact	ENSMUSG00000020930
Ccdc12	Ccdc12	exact	ENSMUSG00000019659
Ccdc120	Ccdc120	exact	ENSMUSG00000031150
Ccdc126	Ccdc126	exact	ENSMUSG00000050786
Ccdc127	Ccdc127	exact	ENSMUSG00000021578
Ccdc19		not_found	
Ccdc23		not_found	
Ccdc3	Ccdc3	exact	ENSMUSG00000026676
Ccdc33	Ccdc33	exact	ENSMUSG00000037716
Ccdc58		not_found	
Ccdc68	Ccdc68	exact	ENSMUSG00000038903
Ccdc82	Ccdc82	exact	ENSMUSG00000079084
Ccdc92	Ccdc92	exact	ENSMUSG00000037979
Ccl2	Ccl2	exact	ENSMUSG00000035385
Ccl20	Ccl20	exact	ENSMUSG00000026166
Ccl7	Ccl7	exact	ENSMUSG00000035373
Ccl9	Ccl9	exact	ENSMUSG00000019122
Ccnd1	Ccnd1	exact	ENSMUSG00000070348
Ccnd2	Ccnd2	exact	ENSMUSG00000000184
Ccng1	Ccng1	exact	ENSMUSG00000020326
Ccp110	Ccp110	exact	ENSMUSG00000033904
Ccpg1	Ccpg1	exact	ENSMUSG00000034563
Ccrl2	Ccrl2	exact	ENSMUSG00000043953
Ccser2	Ccser2	exact	ENSMUSG00000058690
Cd14	Cd14	exact	ENSMUSG00000051439
Cd151	Cd151	exact	ENSMUSG00000025510
Cd24A	Cd24a	case_insensitive	ENSMUSG00000047139
Cd276	Cd276	exact	ENSMUSG00000035914
Cd34	Cd34	exact	ENSMUSG00000016494
Cd44	Cd44	exact	ENSMUSG00000005087
Cd47	Cd47	exact	ENSMUSG00000055447
Cd55	Cd55	exact	ENSMUSG00000026399
Cd68	Cd68	exact	ENSMUSG00000018774
Cd74	Cd74	exact	ENSMUSG00000024610
Cd9	Cd9	exact	ENSMUSG00000030342
Cd97		not_found	
Cd99L2	Cd99l2	case_insensitive	ENSMUSG00000035776
Cdc42Bpg	Cdc42bpg	case_insensitive	ENSMUSG00000024769
Cdc42Ep2	Cdc42ep2	case_insensitive	ENSMUSG00000045664
Cdh11	Cdh11	exact	ENSMUSG00000031673
Cdh13	Cdh13	exact	ENSMUSG00000031841
Cdh16	Cdh16	exact	ENSMUSG00000031881
Cdh3	Cdh3	exact	ENSMUSG00000061048
Cdh6	Cdh6	exact	ENSMUSG00000039385
Cdk19	Cdk19	exact	ENSMUSG00000038481
Cdk20	Cdk20	exact	ENSMUSG00000021483
Cdk5	Cdk5	exact	ENSMUSG00000028969
Cdkl2	Cdkl2	exact	ENSMUSG00000029403
Cdkn1C	Cdkn1c	case_insensitive	ENSMUSG00000037664
Cdkn2A	Cdkn2a	case_insensitive	ENSMUSG00000044303
Ceacam1	Ceacam1	exact	ENSMUSG00000074272
Celf2	Celf2	exact	ENSMUSG00000002107
Celsr1	Celsr1	exact	ENSMUSG00000016028
Cep170	Cep170	exact	ENSMUSG00000057335
Cers5	Cers5	exact	ENSMUSG00000023021
Cetn2	Cetn2	exact	ENSMUSG00000031347
Cgnl1	Cgnl1	exact	ENSMUSG00000032232
Chac1	Chac1	exact	ENSMUSG00000027313
Chchd6	Chchd6	exact	ENSMUSG00000030086
Chd3	Chd3	exact	ENSMUSG00000018474
Chic1	Chic1	exact	ENSMUSG00000031327
Chic2	Chic2	exact	ENSMUSG00000029229
Chn2	Chn2	exact	ENSMUSG00000004633
Chpf	Chpf	exact	ENSMUSG00000032997
Chrac1	Chrac1	exact	ENSMUSG00000068391
Chrnb1	Chrnb1	exact	ENSMUSG00000041189
Chst8	Chst8	exact	ENSMUSG00000060402
Cidea	Cidea	exact	ENSMUSG00000024526
Cidec	Cidec	exact	ENSMUSG00000030278
Cish	Cish	exact	ENSMUSG00000032578
Cited4	Cited4	exact	ENSMUSG00000070803
Ckap2	Ckap2	exact	ENSMUSG00000037725
Ckb	Ckb	exact	ENSMUSG00000001270
Clca3A2	Clca3a2	case_insensitive	ENSMUSG00000028262
Clca4B	Clca4b	case_insensitive	ENSMUSG00000074195
Clca6		not_found	
Clcf1	Clcf1	exact	ENSMUSG00000040663
Cldn4	Cldn4	exact	ENSMUSG00000047501
Cldn6	Cldn6	exact	ENSMUSG00000023906
Clic1	Clic1	exact	ENSMUSG00000007041
Clic3	Clic3	exact	ENSMUSG00000015093
Clic4	Clic4	exact	ENSMUSG00000037242
Clu	Clu	exact	ENSMUSG00000022037
Cmtm3	Cmtm3	exact	ENSMUSG00000031875
Cmtm7	Cmtm7	exact	ENSMUSG00000032436
Cmtm8	Cmtm8	exact	ENSMUSG00000041012
Cnbp	Cnbp	exact	ENSMUSG00000030057
Cnksr1	Cnksr1	exact	ENSMUSG00000028841
Cnn2	Cnn2	exact	ENSMUSG00000004665
Cnn3	Cnn3	exact	ENSMUSG00000053931
Cnnm2	Cnnm2	exact	ENSMUSG00000064105
Cnot4	Cnot4	exact	ENSMUSG00000038784
Cnp	Cnp	exact	ENSMUSG00000006782
Cnppd1	Cnppd1	exact	ENSMUSG00000033159
Col12A1	Col12a1	case_insensitive	ENSMUSG00000032332
Col18A1	Col18a1	case_insensitive	ENSMUSG00000001435
Col1A1	Col1a1	case_insensitive	ENSMUSG00000001506
Col3A1	Col3a1	case_insensitive	ENSMUSG00000026043
Col4A1	Col4a1	case_insensitive	ENSMUSG00000031502
Col4A2	Col4a2	case_insensitive	ENSMUSG00000031503
Col4A5	Col4a5	case_insensitive	ENSMUSG00000031274
Copg1	Copg1	exact	ENSMUSG00000030058
Cops5	Cops5	exact	ENSMUSG00000025917
Copz2	Copz2	exact	ENSMUSG00000018672
Cp	Cp	exact	ENSMUSG00000003617
Cpm	Cpm	exact	ENSMUSG00000020183
Cpne8	Cpne8	exact	ENSMUSG00000052560
Creb1	Creb1	exact	ENSMUSG00000025958
Creld1	Creld1	exact	ENSMUSG00000030284
Crip2	Crip2	exact	ENSMUSG00000006356
Crlf3	Crlf3	exact	ENSMUSG00000017561
Crp	Crp	exact	ENSMUSG00000037942
Cryab	Cryab	exact	ENSMUSG00000032060
Cryz	Cryz	exact	ENSMUSG00000028199
Csf1R	Csf1r	case_insensitive	ENSMUSG00000024621
Csf2	Csf2	exact	ENSMUSG00000018916
Csnk1E	Csnk1e	case_insensitive	ENSMUSG00000022433
Csrnp1	Csrnp1	exact	ENSMUSG00000032515
Csrp1	Csrp1	exact	ENSMUSG00000026421
Cst9	Cst9	exact	ENSMUSG00000027445
Cstb	Cstb	exact	ENSMUSG00000005054
Ctgf		not_found	
Ctnnal1	Ctnnal1	exact	ENSMUSG00000038816
Ctnnb1	Ctnnb1	exact	ENSMUSG00000006932
Ctsa	Ctsa	exact	ENSMUSG00000017760
Ctsd	Ctsd	exact	ENSMUSG00000007891
Ctse	Ctse	exact	ENSMUSG00000004552
Ctsf	Ctsf	exact	ENSMUSG00000083282
Ctsh	Ctsh	exact	ENSMUSG00000032359
Cttn	Cttn	exact	ENSMUSG00000031078
Cttnbp2Nl	Cttnbp2nl	case_insensitive	ENSMUSG00000062127
Ctxn1	Ctxn1	exact	ENSMUSG00000048644
Cul7	Cul7	exact	ENSMUSG00000038545
Cutc	Cutc	exact	ENSMUSG00000025193
Cwh43	Cwh43	exact	ENSMUSG00000029154
Cx3Cl1	Cx3cl1	case_insensitive	ENSMUSG00000031778
Cxcl1	Cxcl1	exact	ENSMUSG00000029380
Cxcl10	Cxcl10	exact	ENSMUSG00000034855
Cxcl12	Cxcl12	exact	ENSMUSG00000061353
Cxcl13	Cxcl13	exact	ENSMUSG00000023078
Cxcl16	Cxcl16	exact	ENSMUSG00000018920
Cxcl17	Cxcl17	exact	ENSMUSG00000060188
Cxcl2	Cxcl2	exact	ENSMUSG00000058427
Cxcl5	Cxcl5	exact	ENSMUSG00000029371
Cyba	Cyba	exact	ENSMUSG00000006519
Cyld	Cyld	exact	ENSMUSG00000036712
Cyp1A1	Cyp1a1	case_insensitive	ENSMUSG00000032315
Cyr61		not_found	
Cystm1	Cystm1	exact	ENSMUSG00000046727
Cyth3	Cyth3	exact	ENSMUSG00000018001
D14Ertd668E		not_found	
Dap	Dap	exact	ENSMUSG00000039168
Dapk1	Dapk1	exact	ENSMUSG00000021559
Dbndd2	Dbndd2	exact	ENSMUSG00000017734
Dcn	Dcn	exact	ENSMUSG00000019929
Dctn2	Dctn2	exact	ENSMUSG00000025410
Dcxr	Dcxr	exact	ENSMUSG00000039450
Ddah1	Ddah1	exact	ENSMUSG00000028194
Ddhd1	Ddhd1	exact	ENSMUSG00000037697
Ddit4	Ddit4	exact	ENSMUSG00000020108
Ddit4L	Ddit4l	case_insensitive	ENSMUSG00000046818
Ddo	Ddo	exact	ENSMUSG00000063428
Ddr1	Ddr1	exact	ENSMUSG00000003534
Ddx17	Ddx17	exact	ENSMUSG00000055065
Ddx3X	Ddx3x	case_insensitive	ENSMUSG00000000787
Ddx5	Ddx5	exact	ENSMUSG00000020719
Ddx60	Ddx60	exact	ENSMUSG00000037921
Degs1	Degs1	exact	ENSMUSG00000038633
Dennd2C	Dennd2c	case_insensitive	ENSMUSG00000007379
Dennd5A	Dennd5a	case_insensitive	ENSMUSG00000035901
Denr	Denr	exact	ENSMUSG00000023106
Derl3	Derl3	exact	ENSMUSG00000009092
Dhh	Dhh	exact	ENSMUSG00000023000
Dhrs9	Dhrs9	exact	ENSMUSG00000027068
Dhx32	Dhx32	exact	ENSMUSG00000030986
Dhx57	Dhx57	exact	ENSMUSG00000035051
Dhx58	Dhx58	exact	ENSMUSG00000017830
Dio1	Dio1	exact	ENSMUSG00000034785
Dio3	Dio3	exact	ENSMUSG00000075707
Dip2C	Dip2c	case_insensitive	ENSMUSG00000048264
Diras2	Diras2	exact	ENSMUSG00000047842
Disp1	Disp1	exact	ENSMUSG00000030768
Dlg1	Dlg1	exact	ENSMUSG00000022770
Dlg5	Dlg5	exact	ENSMUSG00000021782
Dlgap1	Dlgap1	exact	ENSMUSG00000003279
Dlk2	Dlk2	exact	ENSMUSG00000047428
Dmbt1	Dmbt1	exact	ENSMUSG00000047517
Dmkn	Dmkn	exact	ENSMUSG00000060962
Dmwd	Dmwd	exact	ENSMUSG00000030410
Dnaaf3	Dnaaf3	exact	ENSMUSG00000055809
Dnahc2		not_found	
Dnaja4	Dnaja4	exact	ENSMUSG00000032285
Dnajc10	Dnajc10	exact	ENSMUSG00000027006
Dnajc15	Dnajc15	exact	ENSMUSG00000022013
Dok2	Dok2	exact	ENSMUSG00000022102
Dpcd	Dpcd	exact	ENSMUSG00000041035
Dpcr1		not_found	
Dpt	Dpt	exact	ENSMUSG00000026574
Dram1	Dram1	exact	ENSMUSG00000020057
Dsg2	Dsg2	exact	ENSMUSG00000044393
Dsg3	Dsg3	exact	ENSMUSG00000056632
Dtnb	Dtnb	exact	ENSMUSG00000071454
Dtx3	Dtx3	exact	ENSMUSG00000040415
Duox2	Duox2	exact	ENSMUSG00000068452
Duoxa2	Duoxa2	exact	ENSMUSG00000027225
Dusp1	Dusp1	exact	ENSMUSG00000024190
Dusp10	Dusp10	exact	ENSMUSG00000039384
Dusp14	Dusp14	exact	ENSMUSG00000018648
Dusp18	Dusp18	exact	ENSMUSG00000047205
Dusp22	Dusp22	exact	ENSMUSG00000069255
Dusp3	Dusp3	exact	ENSMUSG00000003518
Dusp6	Dusp6	exact	ENSMUSG00000019960
Dusp8	Dusp8	exact	ENSMUSG00000037887
Dusp9	Dusp9	exact	ENSMUSG00000031383
Dync2H1	Dync2h1	case_insensitive	ENSMUSG00000047193
Dync2Li1	Dync2li1	case_insensitive	ENSMUSG00000024253
Dynll1	Dynll1	exact	ENSMUSG00000009013
Dynlrb2	Dynlrb2	exact	ENSMUSG00000034467
Dyrk3	Dyrk3	exact	ENSMUSG00000016526
Dzip1L	Dzip1l	case_insensitive	ENSMUSG00000037784
E130012A19Rik		not_found	
Ebf1	Ebf1	exact	ENSMUSG00000057098
Ecel1	Ecel1	exact	ENSMUSG00000026247
Ecm1	Ecm1	exact	ENSMUSG00000028108
Ecscr	Ecscr	exact	ENSMUSG00000073599
Eda2R	Eda2r	case_insensitive	ENSMUSG00000034457
Edf1	Edf1	exact	ENSMUSG00000015092
Edn1	Edn1	exact	ENSMUSG00000021367
Edn2	Edn2	exact	ENSMUSG00000028635
Edn3	Edn3	exact	ENSMUSG00000027524
Eef1B2	Eef1b2	case_insensitive	ENSMUSG00000025967
Eef1D	Eef1d	case_insensitive	ENSMUSG00000055762
Eef1G	Eef1g	case_insensitive	ENSMUSG00000071644
Eepd1	Eepd1	exact	ENSMUSG00000036611
Efemp1	Efemp1	exact	ENSMUSG00000020467
Efemp2	Efemp2	exact	ENSMUSG00000024909
Efna5	Efna5	exact	ENSMUSG00000048915
Egfr	Egfr	exact	ENSMUSG00000020122
Ehd2	Ehd2	exact	ENSMUSG00000074364
Ehd4	Ehd4	exact	ENSMUSG00000027293
Eid2	Eid2	exact	ENSMUSG00000046058
Eif1	Eif1	exact	ENSMUSG00000035530
Eif2S2	Eif2s2	case_insensitive	ENSMUSG00000074656
Eif4E3	Eif4e3	case_insensitive	ENSMUSG00000093661
Elk3	Elk3	exact	ENSMUSG00000008398
Emc1	Emc1	exact	ENSMUSG00000078517
Emc3	Emc3	exact	ENSMUSG00000030286
Eml1	Eml1	exact	ENSMUSG00000058070
Eml3	Eml3	exact	ENSMUSG00000071647
Emp1	Emp1	exact	ENSMUSG00000030208
Emp2	Emp2	exact	ENSMUSG00000022505
Emp3	Emp3	exact	ENSMUSG00000040212
En1	En1	exact	ENSMUSG00000058665
Enah	Enah	exact	ENSMUSG00000022995
