gene	Fetal	Placenta	Adult	marker
TMEM25	0.5591381254994866	0.42977661546239326	0.011085259038120094	
NFIX	0.009708737864077669	0.009708737864077669	0.9805825242718447	
USP51	0.9745718177481426	0.012714091125928684	0.012714091125928684	
GRIA4	0.9805825242718447	0.009708737864077669	0.009708737864077669	
IL6R	0.010813316901721803	0.010813316901721803	0.9783733661965563	
TSPAN18	0.9794422215933483	0.010278889203325838	0.010278889203325838	
LAMC1	0.9733731348236244	0.013313432588187785	0.013313432588187785	
SFXN3	0.9597727713082266	0.02011361434588668	0.02011361434588668	
SLCO3A1	0.011467605988810057	0.011467605988810057	0.9770647880223798	
PLTP	0.9562807832912631	0.021859608354368416	0.021859608354368416	
TMEM99	0.3780112037806766	0.6125814150952616	0.009407381124061703	
LARP6	0.9699445681103216	0.015027715944839213	0.015027715944839213	
SLC41A2	0.007751232738762599	0.5819897916668122	0.4102589755944253	
BDH2	0.9533139831563173	0.023343008421841317	0.023343008421841317	
ZBTB16	0.009708737864077669	0.009708737864077669	0.9805825242718447	
SCD5	0.9773515300454665	0.011324234977266744	0.011324234977266744	
CMTM8	0.6745082835448827	0.3049593621162999	0.020532354338817317	
ASAH1	0.945512199573708	0.027243900213145947	0.027243900213145947	
APBB1	0.9677730812649494	0.01611345936752525	0.01611345936752525	
LIMS2	0.9783745613563191	0.010812719321840475	0.010812719321840475	
FGD3	0.9684005327538824	0.015799733623058802	0.015799733623058802	
LY6E-DT	0.9805825242718447	0.009708737864077669	0.009708737864077669	
FAM43A	0.006635153084609443	0.32321438536983677	0.6701504615455537	
PPP1R3G	0.9766101376774664	0.01169493116126681	0.01169493116126681	
CA2	0.00646469782919481	0.34060082142212944	0.6529344807486758	
POMC	0.9784629613063002	0.010768519346849878	0.010768519346849878	
MTHFS	0.5699633165784521	0.41741899379336567	0.012617689628182138	
TMPRSS13	0.397688763848014	0.5947046430943385	0.007606593057647535	
VWA1	0.8203057595623536	0.16212062075986436	0.017573619677781892	
KIAA0100	0.011459428554567769	0.33865318764574737	0.6498873837996849	
GLA	0.9682918399693805	0.015854080015309736	0.015854080015309736	
PGBD5	0.9770682314067163	0.011465884296641847	0.011465884296641847	
CPE	0.9767918021754335	0.01160409891228324	0.01160409891228324	
PROM2	0.005471368749390731	0.44192038756214547	0.5526082436884638	
CCDC24	0.9436095647494762	0.03307563456702061	0.023314800683503136	
BIK	0.009250276106048757	0.19229970458962053	0.7984500193043307	
SMIM3	0.9528767757791093	0.02356161211044533	0.02356161211044533	
BMP7	0.5417939654531158	0.4526922028684121	0.00551383167847221	
SH3GL1	0.48784095896514623	0.4968288272144044	0.01533021382044925	
MBIP	0.943052593867547	0.028473703066226447	0.028473703066226447	
BIN2	0.008456363253148939	0.3117083950779977	0.6798352416688532	
L3MBTL4	0.009708737864077669	0.009708737864077669	0.9805825242718447	
GDPD5	0.5359639504107907	0.4560029375520627	0.008033112037146437	
IQCE	0.012148207725286686	0.263905309280102	0.7239464829946114	
PRELID3A	0.9607499276670481	0.019625036166475936	0.019625036166475936	
GFRA1	0.9774551002974148	0.011272449851292625	0.011272449851292625	
CARD16	0.009708737864077669	0.009708737864077669	0.9805825242718447	
VDR	0.011350904044552544	0.011350904044552544	0.9772981919108948	
AMOTL2	0.7506082216491968	0.23837846273140284	0.011013315619400346	
DGKD	0.013579498275303666	0.013579498275303666	0.9728410034493926	
NEU1	0.9669858620785261	0.016507068960736945	0.016507068960736945	
TCF21	0.9805825242718447	0.009708737864077669	0.009708737864077669	
EDA	0.966852570768558	0.016573714615720967	0.016573714615720967	
PREX1	0.9644083464370391	0.01779582678148041	0.01779582678148041	
DGUOK-AS1	0.010887884555031785	0.12279574340222627	0.8663163720427419	
CTSF	0.9644932290904089	0.017753385454795528	0.017753385454795528	
SCNN1B	0.005597289760584508	0.4290764444203803	0.5653262658190352	
AC138150.2	0.580663923298288	0.40993233333038415	0.00940374337132782	
PIPOX	0.5375778864444383	0.4547492024162788	0.007672911139282902	
TLCD2	0.015878450401258733	0.015878450401258733	0.9682430991974825	
MIR99AHG	0.9798877638426741	0.01005611807866298	0.01005611807866298	
TRIM61	0.974050794973542	0.012974602513229022	0.012974602513229022	
SLC26A11	0.7083607521144962	0.2715722373372868	0.020067010548217072	
ASCL2	0.3411130629855835	0.6524272611613339	0.006459675853082513	
SGPP2	0.017519424804826114	0.017519424804826114	0.9649611503903478	
TIMP1	0.9707008336350041	0.014649583182497901	0.014649583182497901	
CNN1	0.9791474034240382	0.010426298287980917	0.010426298287980917	
CETN3	0.6794656658649156	0.3009580366188573	0.01957629751622689	
CD8B	0.9718874886494663	0.014056255675266851	0.014056255675266851	
MIER1	0.02192689747076071	0.02192689747076071	0.9561462050584786	
GAMT	0.8747762902111987	0.11441190635201123	0.010811803436789977	
BAK1	0.014006334775099116	0.014006334775099116	0.9719873304498018	
GSTA4	0.4081404614746721	0.5828683795492542	0.008991158976073676	
FAM198B-AS1	0.9793689008927325	0.01031554955363372	0.01031554955363372	
CPQ	0.9585536226813002	0.020723188659349908	0.020723188659349908	
SLC46A1	0.9732874380584815	0.01335628097075921	0.01335628097075921	
SPRY1	0.9595494665737416	0.020225266713129155	0.020225266713129155	
STEAP3	0.008675531962093593	0.2084016976670574	0.7829227703708489	
SOX6	0.9710189844947293	0.014490507752635308	0.014490507752635308	
